0,1
0.0,0.5
0.001,0.500399
0.002,0.500798
0.003,0.501197
0.004,0.501596
0.005,0.501995
0.006,0.502394
0.007,0.502793
0.008,0.503191
0.009,0.50359
0.01,0.503989
0.011,0.504388
0.012,0.504787
0.013,0.505186
0.014,0.505585
0.015,0.505984
0.016,0.506383
0.017,0.506782
0.018,0.507181
0.019,0.507579
0.02,0.507978
0.021,0.508377
0.022,0.508776
0.023,0.509175
0.024,0.509574
0.025,0.509972
0.026,0.510371
0.027,0.51077
0.028,0.511169
0.029,0.511568
0.03,0.511966
0.031,0.512365
0.032,0.512764
0.033,0.513163
0.034,0.513561
0.035,0.51396
0.036,0.514359
0.037,0.514757
0.038,0.515156
0.039,0.515555
0.04,0.515953
0.041,0.516352
0.042,0.516751
0.043,0.517149
0.044,0.517548
0.045,0.517946
0.046,0.518345
0.047,0.518743
0.048,0.519142
0.049,0.51954
0.05,0.519939
0.051,0.520337
0.052,0.520736
0.053,0.521134
0.054,0.521532
0.055,0.521931
0.056,0.522329
0.057,0.522727
0.058,0.523126
0.059,0.523524
0.06,0.523922
0.061,0.52432
0.062,0.524719
0.063,0.525117
0.064,0.525515
0.065,0.525913
0.066,0.526311
0.067,0.526709
0.068,0.527107
0.069,0.527505
0.07,0.527903
0.071,0.528301
0.072,0.528699
0.073,0.529097
0.074,0.529495
0.075,0.529893
0.076,0.53029
0.077,0.530688
0.078,0.531086
0.079,0.531484
0.08,0.531881
0.081,0.532279
0.082,0.532677
0.083,0.533074
0.084,0.533472
0.085,0.533869
0.086,0.534267
0.087,0.534664
0.088,0.535062
0.089,0.535459
0.09,0.535856
0.091,0.536254
0.092,0.536651
0.093,0.537048
0.094,0.537445
0.095,0.537842
0.096,0.53824
0.097,0.538637
0.098,0.539034
0.099,0.539431
0.1,0.539828
0.101,0.540225
0.102,0.540622
0.103,0.541018
0.104,0.541415
0.105,0.541812
0.106,0.542209
0.107,0.542605
0.108,0.543002
0.109,0.543399
0.11,0.543795
0.111,0.544192
0.112,0.544588
0.113,0.544985
0.114,0.545381
0.115,0.545777
0.116,0.546174
0.117,0.54657
0.118,0.546966
0.119,0.547362
0.12,0.547758
0.121,0.548154
0.122,0.54855
0.123,0.548946
0.124,0.549342
0.125,0.549738
0.126,0.550134
0.127,0.55053
0.128,0.550925
0.129,0.551321
